Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
38807,722.477,251.3515622,197.0649577,1.275475687,0.620734026,39200,222.284968,0.754882509,0.98997449,0.93426888,0.884358808,0.006476965,0.002443798,0.782090502,0.99753742,SEKER
38814,717.913,254.3454882,194.5432979,1.307397844,0.644175028,39196,222.305015,0.745992697,0.990254108,0.946356197,0.874027751,0.006552932,0.002358937,0.763924509,0.998753256,SEKER
38819,730.463,249.1774369,198.9668858,1.25235632,0.602001716,39314,222.3193331,0.780281407,0.987409065,0.914234829,0.892212938,0.006418956,0.002509101,0.796043927,0.996930643,SEKER
38825,721.732,249.2813549,198.6156567,1.255094181,0.604305159,39189,222.3365137,0.760201284,0.990711679,0.936632894,0.891909922,0.00642064,0.002506352,0.795503308,0.998431573,SEKER
38834,713.685,248.8086305,198.8165004,1.251448597,0.601232724,39151,222.3622821,0.772600668,0.991903144,0.958095615,0.893708074,0.006406979,0.002521249,0.798714122,0.999549667,SEKER
38837,715.528,253.2922345,195.3822164,1.296393495,0.636386041,39154,222.3708708,0.787960558,0.991903765,0.953240032,0.877922181,0.006521931,0.002389902,0.770747355,0.999191858,SEKER
38838,711.171,244.2392537,202.8969925,1.203759852,0.556674833,39190,222.3737337,0.78785297,0.991018117,0.964980737,0.910474997,0.006288667,0.002665695,0.828964719,0.997874448,SEKER
38841,721.773,257.9059406,191.9627768,1.343520576,0.667830795,39169,222.382322,0.787147374,0.991626031,0.936912434,0.862261341,0.006640044,0.002264156,0.743494619,0.99890032,SEKER
38844,708.154,246.9118386,200.5332172,1.231276503,0.583427453,39120,222.3909101,0.780470163,0.992944785,0.973370958,0.900689539,0.006356499,0.002580466,0.811241646,0.998862777,SEKER
38845,710.022,242.8479608,203.978555,1.190556335,0.54267393,39162,222.3937727,0.769086085,0.991905419,0.96828093,0.915773688,0.006251717,0.002712263,0.838641447,0.998449888,SEKER
38848,709.386,245.7824019,201.9473773,1.217061619,0.569990784,39160,222.4023602,0.774234694,0.992032686,0.970092848,0.904875038,0.006326771,0.002616473,0.818798834,0.996528634,SEKER
38848,719.237,260.7438934,189.9817858,1.372467851,0.684924,39210,222.4023602,0.728076916,0.990767661,0.943701157,0.852953284,0.0067119,0.002191423,0.727529305,0.998510582,SEKER
38852,716.903,252.0850582,197.1616516,1.278570433,0.62312343,39209,222.4138098,0.744291188,0.990894948,0.949953722,0.882296679,0.006488342,0.002425337,0.77844743,0.995299868,SEKER
38854,714.487,241.1048062,205.4145848,1.173747261,0.523587072,39202,222.4195344,0.786932394,0.991122902,0.956438253,0.922501454,0.006205405,0.002772159,0.851008933,0.998869404,SEKER
38855,727.362,255.8803594,193.4384231,1.322800069,0.65460379,39228,222.4223966,0.789799984,0.990491486,0.922901944,0.869243724,0.006585519,0.002319189,0.755584653,0.99948743,SEKER
38865,711.966,250.4082226,197.8104767,1.265899697,0.613168684,39179,222.4510169,0.762133543,0.991985502,0.963496247,0.888353484,0.006443026,0.002475215,0.789171912,0.999012484,SEKER
38866,727.944,250.8229574,197.6335925,1.269131195,0.615751253,39268,222.4538787,0.754914148,0.989762657,0.921687651,0.886896004,0.006453532,0.00246302,0.786584522,0.998278955,SEKER
38871,717.084,260.5072784,190.1620627,1.369922448,0.683480972,39136,222.4681873,0.774322709,0.993228741,0.949938551,0.853980697,0.006701841,0.002198701,0.729283031,0.999061195,SEKER
38886,716.01,243.2801926,203.9486883,1.192849999,0.545165605,39295,222.5111074,0.74242511,0.989591551,0.953158138,0.914628951,0.006256241,0.002700679,0.836546119,0.997874037,SEKER
38888,711.477,244.8222746,202.4185983,1.20948508,0.562498761,39192,222.5168295,0.793713644,0.992243315,0.965392103,0.908891276,0.006295574,0.002650103,0.826083351,0.999135489,SEKER
38890,718.332,243.0128936,204.0932073,1.190695647,0.542826007,39276,222.5225514,0.758148784,0.990172115,0.947103365,0.915682078,0.006248724,0.00270988,0.838473668,0.998366947,SEKER
38896,726.873,241.0840446,205.7580533,1.171687041,0.521141611,39321,222.5397163,0.782175032,0.989191526,0.925119279,0.923079404,0.006198171,0.002775873,0.852075587,0.998365923,SEKER
38897,708.832,248.9550624,199.0594684,1.250656723,0.600559701,39175,222.542577,0.764079596,0.992903638,0.972835343,0.893906614,0.006400367,0.002520886,0.799069035,0.999361061,SEKER
38898,728.258,255.2031052,194.6186372,1.311298388,0.646866882,39279,222.5454376,0.738522878,0.99030016,0.921651232,0.87203264,0.006560828,0.002340289,0.760440926,0.99716496,SEKER
38899,720.474,254.5505596,194.9621465,1.305640937,0.642950947,39215,222.5482982,0.762321908,0.991941859,0.941698058,0.874279352,0.006543884,0.002358393,0.764364385,0.997985432,SEKER
38927,716.92,243.5126003,203.7606869,1.195091182,0.547575566,39284,222.6283804,0.752154423,0.990912331,0.951742377,0.914237621,0.006255622,0.002695793,0.835830428,0.998893574,SEKER
38928,717.454,252.3058054,196.6759571,1.282850274,0.626384561,39271,222.6312399,0.801713485,0.99126582,0.950350556,0.882386513,0.006481345,0.002423708,0.778605959,0.998834867,SEKER
38929,715.093,247.637228,200.4703634,1.235280985,0.58707518,39229,222.6340994,0.75030838,0.992352596,0.956660975,0.89903324,0.006361253,0.002563454,0.808260767,0.998429156,SEKER
38934,708.524,242.4914972,204.7110757,1.184554848,0.53602992,39207,222.6483964,0.795350547,0.993036958,0.974607518,0.918169911,0.006228271,0.002730483,0.843035986,0.998622364,SEKER
38938,781.143,241.3352881,205.8768154,1.1722315,0.521790248,39426,222.6598334,0.788138852,0.987622381,0.801904064,0.922616146,0.006197937,0.0027702,0.851220552,0.997827545,SEKER
38940,715.812,241.5768501,205.474267,1.175703671,0.525886976,39325,222.6655516,0.769185185,0.99020979,0.955009874,0.921717257,0.006203823,0.00276204,0.849562702,0.998833987,SEKER
38945,718.24,241.8780857,205.2648012,1.178370984,0.528988202,39299,222.6798466,0.783917069,0.990992137,0.948685791,0.920628448,0.006210761,0.002752087,0.847556738,0.998736268,SEKER
38959,718.457,258.5421323,192.1426476,1.345573903,0.669094522,39336,222.7198676,0.772996032,0.990415904,0.948453632,0.861445156,0.006636262,0.002254311,0.742087757,0.99853392,SEKER
38971,716.507,249.8799202,199.0578246,1.255313227,0.604488421,39315,222.7541656,0.754915445,0.991250159,0.953916891,0.891444841,0.006411945,0.002497741,0.794673904,0.997564663,SEKER
38974,717.63,245.885594,202.118923,1.216539206,0.569481826,39309,222.7627393,0.76103257,0.991477779,0.951006912,0.905960921,0.006308965,0.002621656,0.820765191,0.998493033,SEKER
38976,716.184,257.7444621,192.8115845,1.336768549,0.663616833,39281,222.7684549,0.768939394,0.992235432,0.954900019,0.864299675,0.006612902,0.002276299,0.747013929,0.998584726,SEKER
38986,713.852,244.306105,203.5324024,1.200330277,0.55311632,39300,222.7970307,0.776335179,0.992010178,0.961395713,0.911958507,0.006266509,0.002673657,0.831668318,0.998276663,SEKER
38990,720.442,235.3134449,211.1422148,1.114478434,0.441460449,39379,222.80846,0.763746058,0.990121638,0.943984912,0.946858179,0.006035226,0.002992354,0.896540412,0.999174954,SEKER
38997,719.366,251.6604812,197.4855859,1.274323288,0.619837458,39347,222.8284599,0.784679464,0.991104786,0.946980961,0.885432861,0.006453329,0.00244673,0.783991351,0.999058437,SEKER
39023,711.172,248.1913972,200.4316811,1.238284266,0.589773086,39313,222.9027294,0.783594378,0.992623305,0.969574576,0.898108202,0.006360131,0.002552469,0.806598342,0.998798036,SEKER
39034,707.518,241.3054992,206.2840328,1.169773035,0.51884771,39306,222.9341436,0.770387621,0.993079937,0.979891376,0.923866818,0.006181931,0.002778059,0.853529897,0.998436258,SEKER
39037,712.794,250.7822313,198.444192,1.263741855,0.611426995,39368,222.9427104,0.741443495,0.991592156,0.965513228,0.888989261,0.006424219,0.002475062,0.790301906,0.998737596,SEKER
39040,717.134,248.7320798,200.0842643,1.243136639,0.594065323,39366,222.9512768,0.754746162,0.991718742,0.953935578,0.896351114,0.006371211,0.002536965,0.80344532,0.998792314,SEKER
39052,711.179,244.5155219,203.6022535,1.200947032,0.553760201,39399,222.9855392,0.79103873,0.99119267,0.970276016,0.911948401,0.00626128,0.002671308,0.831649886,0.998767462,SEKER
39059,724.031,250.6370332,199.0008908,1.259476941,0.607943362,39468,223.0055232,0.763676534,0.989637174,0.936303532,0.889754879,0.006416883,0.002480764,0.791663745,0.997082232,SEKER
39064,717.191,247.8489448,200.9042475,1.233667023,0.585612007,39399,223.0197964,0.762283886,0.991497246,0.954370295,0.899821448,0.006344689,0.002565757,0.809678638,0.998873835,SEKER
39070,715.415,251.9733742,197.726764,1.274351378,0.619859357,39403,223.036923,0.769155052,0.991548867,0.959261892,0.885160679,0.00644928,0.00244219,0.783509428,0.998466319,SEKER
39074,781.022,253.7038801,196.8182727,1.289026047,0.631004078,39744,223.04834,0.728611919,0.98314211,0.804954257,0.879168028,0.006492908,0.002392801,0.772936422,0.99633518,SEKER
39082,719.5,247.5161406,201.4585114,1.228620915,0.580975979,39529,223.0711722,0.749328936,0.988691846,0.948691584,0.901238892,0.006333252,0.002577307,0.81223154,0.997924658,SEKER
39087,716.009,253.8341742,196.4948033,1.291811132,0.633054816,39382,223.0854412,0.782506857,0.992509268,0.958087646,0.878862911,0.006494082,0.002389913,0.772400016,0.997794939,SEKER
39091,717.854,248.1300288,200.7329978,1.236119779,0.587831913,39454,223.0968557,0.745556149,0.990799412,0.95326664,0.899112682,0.006347498,0.002558814,0.808403616,0.999283698,SEKER
39099,730.036,247.7344729,201.3327798,1.230472619,0.582688119,39497,223.119683,0.742508261,0.989923285,0.921906677,0.900640433,0.006336082,0.002571617,0.81115319,0.998101791,SEKER
39101,727.736,245.2697509,203.5388499,1.205026711,0.557975945,39601,223.1253895,0.753347591,0.987374056,0.927790689,0.909714258,0.006272723,0.002650061,0.827580031,0.997256044,SEKER
39102,715.945,254.5845493,195.9298469,1.299365836,0.638518834,39444,223.1282427,0.751932618,0.99132948,0.958626686,0.87644063,0.006510781,0.002369752,0.768148177,0.998105498,SEKER
39104,714.999,249.0066917,200.194236,1.24382548,0.594668087,39434,223.1339489,0.795556731,0.991631587,0.961214203,0.896096195,0.006367806,0.002532726,0.80298839,0.99877742,SEKER
39108,717.398,256.096468,194.8200229,1.314528477,0.649069574,39413,223.145361,0.787721312,0.992261437,0.954893962,0.871333223,0.006548442,0.002328385,0.759221586,0.998018395,SEKER
39122,725.817,245.3724594,203.2058018,1.207507154,0.560502926,39532,223.1852985,0.790774766,0.989628655,0.933204106,0.909577624,0.006271981,0.002648156,0.827331453,0.999008649,SEKER
39123,714.166,246.145837,202.5723123,1.215101088,0.568074989,39456,223.1881509,0.771748136,0.991560219,0.963925951,0.906731366,0.006291589,0.002623341,0.82216177,0.999009661,SEKER
39124,714.589,250.9005173,198.8473915,1.261774245,0.609826688,39451,223.1910033,0.768584001,0.991711237,0.962809709,0.889559757,0.006412957,0.002477072,0.791316562,0.998462858,SEKER
39145,716.674,252.7945232,197.7307919,1.278478283,0.623052664,39458,223.2508947,0.765208382,0.992067515,0.957729497,0.883131849,0.006457901,0.002423111,0.779921862,0.997113163,SEKER
39152,721.127,243.7752217,204.7996083,1.190310977,0.542405857,39565,223.2708549,0.787449718,0.989561481,0.946107103,0.915888224,0.00622638,0.002702622,0.838851239,0.998493838,SEKER
39158,727.678,243.0275665,205.6639014,1.181673423,0.532774098,39634,223.2879623,0.76331384,0.98799011,0.92929131,0.918776275,0.006206332,0.00272806,0.844149844,0.997509436,SEKER
39159,725.519,257.1827991,194.0830594,1.325117194,0.656127293,39528,223.2908134,0.753927609,0.990664845,0.934854184,0.868218303,0.006567655,0.002302003,0.753803021,0.998877344,SEKER
39160,731.796,261.6340031,190.7172146,1.371842619,0.684570572,39585,223.2936644,0.747256941,0.98926361,0.918908956,0.85345812,0.006681154,0.002186554,0.728390763,0.999237491,SEKER
39175,719.195,259.1594304,192.8686345,1.343709572,0.667947455,39457,223.336426,0.756390948,0.992852979,0.95175584,0.861772329,0.006615429,0.00225065,0.742651548,0.997907993,SEKER
39180,709.775,243.8445023,204.6504117,1.191517282,0.543720977,39457,223.350678,0.757306324,0.992979699,0.977311252,0.915955356,0.006223698,0.00270225,0.838974215,0.999652276,SEKER
39183,721.153,254.1591215,196.5899686,1.292838711,0.633806441,39567,223.3592288,0.753765654,0.990294943,0.946787944,0.878816497,0.006486464,0.002386605,0.772318435,0.998483169,SEKER
39188,713.669,247.4283258,201.7753134,1.226256679,0.578771232,39536,223.3734794,0.763958203,0.991197896,0.966872701,0.902780547,0.00631388,0.00258705,0.815012716,0.999414787,SEKER
39192,709.658,242.1603202,206.3862512,1.173335524,0.523100287,39464,223.3848792,0.782978723,0.993107642,0.977932962,0.922466897,0.00617882,0.002759869,0.850945176,0.998444204,SEKER
39195,738.413,249.8854677,199.8315177,1.250480758,0.60040987,39617,223.3934286,0.754040015,0.989348007,0.903320497,0.893983274,0.006375442,0.002511931,0.799206095,0.999391843,SEKER
39198,717.099,238.3108727,210.1234219,1.134147115,0.471773403,39556,223.4019778,0.797680098,0.99094954,0.957889778,0.9374393,0.006079669,0.002896225,0.878792442,0.996679913,SEKER
39202,723.947,250.4261713,199.5413702,1.255008779,0.604233668,39642,223.4133761,0.783272393,0.988900661,0.939949547,0.892132699,0.006388097,0.002496141,0.795900753,0.998862432,SEKER
39208,713.397,251.5902296,198.6111972,1.26674746,0.61384917,39469,223.4304726,0.77639604,0.993387215,0.968103959,0.888072931,0.006416809,0.00246203,0.788673531,0.999050192,SEKER
39215,709.517,244.5157546,204.7266034,1.194352617,0.546784053,39488,223.4504168,0.77324263,0.993086507,0.978895816,0.91384875,0.006235261,0.00268245,0.835119538,0.997427206,SEKER
39215,721.759,257.1489238,194.5365872,1.321853784,0.65397828,39711,223.4504168,0.738679174,0.987509758,0.945970661,0.868953342,0.006557412,0.002306206,0.75507991,0.998105237,SEKER
39224,715.918,247.3995557,202.1959303,1.223563478,0.576233748,39565,223.4760567,0.778439311,0.991381271,0.961690178,0.903300154,0.006307352,0.00259033,0.815951167,0.998368048,SEKER
39227,726.769,265.0177469,188.7226379,1.404271103,0.702064655,39595,223.4846026,0.739852886,0.990705897,0.933258965,0.843281649,0.006756003,0.002107464,0.71112394,0.9986108,SEKER
39234,715.421,256.6452699,194.9617023,1.316388126,0.650327017,39502,223.504542,0.793086719,0.993215533,0.963272326,0.870869516,0.0065414,0.002320934,0.758413714,0.998366808,SEKER
39245,713.933,242.4137474,206.4400701,1.174257242,0.524188675,39588,223.5358717,0.779134405,0.991335758,0.96756307,0.922125391,0.006176933,0.002754943,0.850315237,0.998488826,SEKER
39261,714.215,243.4054931,205.5627348,1.184093476,0.535511524,39589,223.5814343,0.77946753,0.99171487,0.967193317,0.918555417,0.006199676,0.002722515,0.843744055,0.99907183,SEKER
39263,742.362,259.6170179,193.875323,1.339092639,0.665077521,39768,223.587129,0.781586543,0.987301348,0.895286174,0.861219079,0.006612256,0.002243799,0.741698302,0.993202736,SEKER
39273,729.415,253.7961875,197.5272,1.284867034,0.627904183,39696,223.6156002,0.753540044,0.989344015,0.927586803,0.88108337,0.006462358,0.002402364,0.776307905,0.997452435,SEKER
39276,720.452,260.4767598,192.2367397,1.354979075,0.674780175,39597,223.6241408,0.745699639,0.991893325,0.950882846,0.858518591,0.006631957,0.00222239,0.737054171,0.998692979,SEKER
39277,720.153,256.9960951,194.8667003,1.318830229,0.651966573,39599,223.6269876,0.772773777,0.991868482,0.951696834,0.870157142,0.00654317,0.002313975,0.757173452,0.998583237,SEKER
39285,727.629,245.869882,203.6568336,1.207275384,0.560267949,39709,223.6497608,0.755771451,0.98932232,0.932430824,0.909626502,0.00625862,0.002643083,0.827420374,0.99892425,SEKER
39285,727.618,252.3515449,198.7563944,1.269652459,0.616164985,39686,223.6497608,0.784507549,0.989895681,0.932459017,0.886262697,0.006423611,0.002444606,0.785461568,0.997263212,SEKER
39288,723.891,259.4464115,193.0356505,1.344033658,0.66814734,39616,223.6583002,0.752759044,0.991720517,0.942157329,0.862059717,0.006603706,0.00224966,0.743146956,0.998814522,SEKER
39295,732.803,244.1990998,205.4712787,1.188482894,0.540399095,39881,223.678224,0.805390449,0.985306286,0.919544349,0.91596662,0.006214508,0.002698392,0.838994849,0.997131025,SEKER
39301,729.001,250.5915313,200.0800501,1.25245636,0.602086304,39776,223.6953002,0.764968078,0.988058126,0.929302738,0.892669034,0.006376213,0.002497494,0.796858005,0.998029876,SEKER
39306,724.304,252.6462868,198.3559858,1.27370135,0.619352037,39704,223.7095294,0.753103924,0.989975821,0.941514356,0.885465337,0.006427677,0.002437362,0.784048862,0.998644094,SEKER
39313,714.895,243.9936667,205.4573381,1.187563652,0.539383669,39634,223.7294487,0.769907172,0.991900893,0.966632808,0.91694777,0.006206437,0.002706453,0.840793214,0.998495459,SEKER
39323,747.5,249.5685292,200.9352017,1.24203488,0.593097876,39924,223.7579018,0.768687935,0.984946398,0.884370227,0.896578998,0.00634663,0.002529748,0.8038539,0.998414582,SEKER
39325,719.707,251.611543,199.3970376,1.261861991,0.609898304,39710,223.763592,0.776376056,0.990304709,0.954041226,0.889321648,0.006398259,0.00246875,0.790892993,0.997997807,SEKER
39330,724.501,245.1474137,204.4476139,1.199072021,0.551797299,39743,223.7778168,0.786285486,0.989608233,0.941576979,0.912829605,0.00623309,0.002669574,0.833257888,0.99913622,SEKER
39334,714.221,241.0411743,208.2253658,1.157597555,0.503735267,39735,223.789196,0.801295632,0.989908141,0.968975389,0.928427256,0.006128062,0.002808629,0.861977169,0.997822664,SEKER
39336,722.8,260.6452398,192.3676739,1.354932638,0.67475251,39664,223.7948854,0.775857988,0.991730537,0.94615823,0.858618732,0.006626125,0.002221472,0.737226128,0.998891742,SEKER
39339,721.525,250.3478614,200.326947,1.249696384,0.599740764,39685,223.8034192,0.778928402,0.991281341,0.949577494,0.893969767,0.006363859,0.002507215,0.799181943,0.998734785,SEKER
39341,732.772,262.0481189,191.55707,1.367989805,0.68237789,39772,223.8091082,0.768138863,0.98916323,0.920698693,0.854076378,0.006660942,0.002186262,0.72944646,0.99787532,SEKER
39343,716.234,250.6220206,200.3343357,1.251018802,0.600867689,39669,223.8147971,0.74407565,0.991781996,0.963756833,0.893037238,0.006370181,0.002499251,0.797515509,0.997706897,SEKER
39364,714.687,249.3821884,201.1797264,1.239599004,0.590944123,39692,223.8745216,0.78476874,0.99173637,0.968450265,0.897716565,0.006335286,0.002538066,0.805895032,0.998986678,SEKER
39366,724.816,254.7489051,196.9520753,1.293456313,0.634256898,39741,223.8802089,0.784433286,0.990563901,0.941619858,0.878826972,0.006471293,0.002381137,0.772336846,0.99898397,SEKER
39367,728.934,247.7471723,202.5006354,1.223438988,0.576115778,39776,223.8830524,0.767447754,0.989717418,0.931034488,0.903675511,0.00629327,0.002588846,0.816629428,0.999096281,SEKER
39371,717.522,251.0533206,199.8683285,1.256093561,0.605140045,39695,223.8944263,0.792300572,0.991837763,0.960983358,0.891820215,0.006376605,0.002488161,0.795343296,0.999025593,SEKER
39383,717.481,247.2889133,203.0436418,1.217910155,0.570815106,39745,223.9285444,0.774645948,0.990891936,0.961386125,0.905534103,0.006279078,0.002604323,0.819992012,0.998676599,SEKER
39385,748.882,258.7458213,194.2559154,1.331984258,0.660575497,39895,223.9342302,0.767110748,0.987216443,0.882498406,0.865460277,0.006569654,0.002273583,0.749021491,0.997684836,SEKER
39397,718.796,259.9423111,193.083996,1.346265441,0.669518295,39682,223.9683423,0.790184123,0.992817902,0.958212238,0.861607875,0.006598023,0.002243015,0.74236813,0.999424558,SEKER
39404,715.247,251.8176115,199.4928233,1.262289075,0.610246541,39719,223.9882386,0.789058432,0.992069287,0.967916926,0.889485994,0.006390661,0.002467641,0.791185334,0.998704604,SEKER
39408,711.634,247.1699932,203.1125549,1.216911447,0.569844594,39687,223.9996071,0.795590818,0.99296999,0.977869453,0.906257286,0.006272077,0.002609739,0.821302268,0.999452131,SEKER
39420,720.487,251.8592089,199.7966878,1.260577498,0.608847609,39812,224.0337092,0.740420736,0.990153722,0.954276405,0.889519626,0.006389122,0.00246742,0.791245164,0.99742585,SEKER
39430,755.532,236.7695239,213.2600465,1.110238546,0.434426403,40085,224.0621236,0.782807227,0.983659723,0.868022364,0.946330085,0.006004807,0.002970636,0.89554063,0.994263726,SEKER
39436,726.064,256.8395269,196.2151501,1.308968889,0.645263488,39794,224.0791706,0.779367589,0.991003669,0.940054243,0.872448152,0.006512819,0.002327594,0.761165778,0.996342322,SEKER
39436,717.903,242.9095664,207.0273819,1.17332096,0.523083051,39765,224.0791706,0.762401887,0.991726393,0.96154848,0.92247981,0.006159589,0.002751433,0.850968999,0.998459763,SEKER
39444,726.844,250.9492076,200.4533686,1.251908158,0.601622381,39776,224.1018978,0.746225737,0.991653258,0.938228011,0.893016957,0.006362164,0.002495879,0.797479286,0.998370824,SEKER
39445,725.307,258.5095736,194.66685,1.327958888,0.657980049,39899,224.1047386,0.753184014,0.988621269,0.942232514,0.866910789,0.006553672,0.002283295,0.751534317,0.998006676,SEKER
39450,747.706,255.7493608,196.5571803,1.301144839,0.639784989,40001,224.1189417,0.748520036,0.986225344,0.886737633,0.876322588,0.006482874,0.002358323,0.767941278,0.999202831,SEKER
39452,735.692,261.3192103,192.6265296,1.356610695,0.675749709,39950,224.1246227,0.736429478,0.987534418,0.915981751,0.85766608,0.006623725,0.002210828,0.735591105,0.99791076,SEKER
39454,717.993,255.6058624,196.9123275,1.298069378,0.637591243,39779,224.1303036,0.796567737,0.99182986,0.961746211,0.87685901,0.006478579,0.002362537,0.768881724,0.998061821,SEKER
39455,726.205,248.3634207,202.617037,1.225777577,0.578321866,39861,224.133144,0.781581189,0.989814606,0.940141973,0.902440236,0.006294853,0.002575367,0.814398379,0.998271272,SEKER
39462,720.25,233.5236698,215.4661437,1.083806791,0.385581744,39808,224.1530257,0.776077722,0.99130828,0.955921924,0.959872829,0.005917685,0.003098749,0.921355849,0.998571726,SEKER
39488,741.696,245.021911,205.6215787,1.191615747,0.543828008,40042,224.2268564,0.746521476,0.986164527,0.902034459,0.915129816,0.006204971,0.002684419,0.837462581,0.997933598,SEKER
39506,725.692,243.1820843,206.996576,1.17481211,0.524841556,39972,224.2779558,0.774172056,0.988341839,0.942688594,0.922263482,0.006155573,0.002747061,0.85056993,0.999259854,SEKER
39509,737.717,261.8813448,192.28283,1.361959073,0.678893828,40027,224.2864712,0.773321589,0.987058735,0.912276145,0.856443102,0.006628397,0.002199796,0.733494786,0.998989879,SEKER
39514,721.708,258.2234064,195.1428176,1.323253449,0.654902796,39854,224.3006629,0.763334299,0.991468861,0.95331806,0.868630253,0.006534985,0.002294902,0.754518516,0.998419229,SEKER
39515,714.776,238.9512884,210.6437034,1.134386096,0.472120399,39852,224.3035011,0.796207862,0.991543712,0.97192315,0.938699693,0.006047103,0.002896235,0.881157114,0.999572378,SEKER
39528,718.837,245.4560643,205.1241486,1.196621977,0.549207826,39899,224.3403948,0.7705864,0.990701521,0.961288748,0.913973731,0.006209676,0.002672905,0.83534798,0.999595752,SEKER
39535,723.825,254.5019092,198.2914786,1.283473758,0.626855513,39943,224.3602581,0.747947331,0.989785444,0.948253489,0.88156611,0.006437382,0.002398328,0.777158806,0.997462934,SEKER
39569,726.291,258.1734881,195.817456,1.318439599,0.651705203,39908,224.456712,0.734118738,0.991505463,0.942635114,0.869402639,0.00652464,0.00229943,0.755860949,0.996557007,SEKER
39573,719.251,245.3796561,205.8101582,1.192262123,0.544529434,39935,224.4680568,0.779732818,0.99093527,0.961275537,0.914778594,0.006200684,0.002678449,0.836819876,0.997708641,SEKER
39579,721.252,242.0461419,208.4598355,1.161116439,0.508198334,39904,224.4850729,0.769046925,0.991855453,0.956094061,0.927447433,0.006115519,0.002791067,0.860158741,0.998744454,SEKER
39598,715.191,245.7534219,205.3312462,1.196863246,0.549464074,39879,224.5389487,0.783994615,0.992953685,0.972834657,0.913675777,0.006206208,0.002667931,0.834803426,0.999145538,SEKER
39614,720.724,249.8716832,202.0126213,1.236911246,0.588543648,39972,224.5843078,0.755415713,0.991043731,0.958342157,0.898798555,0.006307661,0.002539204,0.807838843,0.99922495,SEKER
39621,733.765,256.3900083,197.0049405,1.301439485,0.639993953,40021,224.6041496,0.783891263,0.990005247,0.924743552,0.876025361,0.006471064,0.002350835,0.767420433,0.998751253,SEKER
39628,723.609,250.1148624,201.8703277,1.238987746,0.590400429,39976,224.6239895,0.752554218,0.991294777,0.95105164,0.898083334,0.006311569,0.002532699,0.806553675,0.99931012,SEKER
39629,719.764,245.4139047,205.8607852,1.19213528,0.544391949,40002,224.6268237,0.749640587,0.990675466,0.961264127,0.915297868,0.006192786,0.002681116,0.837770187,0.998735396,SEKER
39635,717.433,251.5773744,200.855151,1.252531355,0.602149694,39904,224.6438278,0.764121843,0.993258821,0.967667217,0.8929413,0.006347354,0.002489225,0.797344166,0.998698568,SEKER
39645,715.39,251.0146923,201.2619935,1.247203647,0.597600952,39941,224.6721651,0.772265077,0.992589069,0.973447549,0.895055835,0.00633156,0.002506634,0.801124948,0.999165957,SEKER
39668,716.495,251.6618099,200.9251847,1.252515011,0.602135881,39938,224.7373273,0.801535664,0.993239521,0.971010308,0.893013236,0.006344202,0.002488791,0.79747264,0.998846452,SEKER
39669,715.564,248.0761897,203.9009533,1.216650465,0.569590313,39958,224.74016,0.777411958,0.992767406,0.973563202,0.905932005,0.006253654,0.00259834,0.820712798,0.998520608,SEKER
39676,721.502,240.6243367,210.2338045,1.144555878,0.486462717,40044,224.7599879,0.773562098,0.990810109,0.95777317,0.934070057,0.006064733,0.002847798,0.872486872,0.998609978,SEKER
39686,715.976,239.5991081,211.2604241,1.134140997,0.471764514,40005,224.7883106,0.780452311,0.992025997,0.97285981,0.938185089,0.006037371,0.002885239,0.880191262,0.998260995,SEKER
39698,742.795,251.1406602,201.8931814,1.243928391,0.594757999,40263,224.822293,0.745082583,0.985967265,0.904150128,0.895204675,0.00632628,0.00250621,0.80139141,0.996873527,SEKER
39701,718.722,253.7053814,199.3061297,1.272943194,0.61875882,40020,224.8307879,0.77762761,0.992028986,0.965804962,0.886188486,0.006390403,0.002431154,0.785330033,0.999680521,SEKER
39703,720.914,248.6120893,203.4531535,1.221962329,0.574711867,40053,224.8364509,0.763768924,0.991261578,0.959989027,0.904366523,0.006261796,0.002583786,0.817878809,0.999417094,SEKER
39706,720.946,254.1695308,199.0732138,1.276764091,0.62173201,40009,224.8449452,0.783124926,0.992426704,0.959976339,0.884625881,0.006401288,0.002418164,0.78256295,0.999148273,SEKER
39709,719.045,253.6662173,199.5592514,1.271132336,0.6173353,40046,224.8534391,0.772338274,0.991584678,0.965131906,0.886414602,0.006388129,0.00243277,0.785730847,0.998767887,SEKER
39728,727.917,249.8275953,202.9217998,1.231152078,0.583313174,40129,224.9072267,0.767557333,0.990007227,0.94219944,0.900249736,0.006288451,0.00254786,0.810449587,0.997786693,SEKER
39754,721.292,252.4577187,201.1918221,1.254811036,0.604068046,40091,224.98081,0.791912351,0.991594123,0.960214957,0.891162335,0.006350499,0.002470671,0.794170307,0.996533665,SEKER
39755,737.943,266.0855742,190.7552772,1.394905442,0.697181695,40208,224.9836396,0.733027252,0.988733585,0.917394193,0.845531143,0.006693135,0.00211022,0.714922913,0.997249862,SEKER
39757,719.823,247.9948932,204.4680936,1.212878199,0.565883667,40101,224.9892988,0.775746341,0.99142166,0.964210888,0.907233596,0.006237767,0.002606666,0.823072799,0.998287054,SEKER
